,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total,Recorrido global path
0,567.184945344925,7,40.7784408447407,37.2085662832998,0
1,612.538990259171,5,25.1522343223166,32.8647141138322,0
2,611.210018634796,5,28.4128254460802,35.9671595463422,0
3,555.400697946549,5,39.8680168690196,35.3335519134826,0
4,838.841646432877,6,43.1868090659148,37.0896924795001,0
5,666.949917078018,8,33.1889811580682,33.3547584763468,0
6,411.688621282578,2,26.2353504246042,32.7734161167907,0
7,683.588297605515,9,40.1816600217575,37.3167212082073,0
PROMEDIO,618.425391823053,5.875,34.6255397690627,35.2385725172252,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,274.855729699135,,,,
